mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model_family,param_rf_class_weight,param_rf_max_depth,param_rf_max_features,param_rf_min_samples_leaf,param_rf_n_estimators,param_lgbm_class_weight,param_lgbm_colsample_bytree,param_lgbm_learning_rate,param_lgbm_min_child_samples,param_lgbm_n_estimators,param_lgbm_num_leaves,param_lgbm_subsample,param_xgb_colsample_bytree,param_xgb_learning_rate,param_xgb_max_depth,param_xgb_min_child_weight,param_xgb_n_estimators,param_xgb_scale_pos_weight,param_xgb_subsample,params,split0_test_auc,split1_test_auc,split2_test_auc,mean_test_auc,std_test_auc,rank_test_auc,split0_test_lift_top10,split1_test_lift_top10,split2_test_lift_top10,mean_test_lift_top10,std_test_lift_top10,rank_test_lift_top10,split0_test_recall_top10,split1_test_recall_top10,split2_test_recall_top10,mean_test_recall_top10,std_test_recall_top10,rank_test_recall_top10
0.8107062975565592,0.10730129766742998,0.20106911659240723,0.032093230265556945,rf,balanced,6,sqrt,5.0,200.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 6, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 5, 'rf_n_estimators': 200}",0.737948717948718,0.8006872852233677,0.41052631578947363,0.6497207729871864,0.1710643606394979,197,2.9285714285714284,3.3333333333333335,0.0,2.0873015873015874,1.4851664299892264,203,0.3,0.3333333333333333,0.0,0.2111111111111111,0.14989708403591157,203
1.1926363309224446,0.14394708824788838,0.23130098978678384,0.04987325531370045,rf,balanced,6,sqrt,5.0,300.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 6, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 5, 'rf_n_estimators': 300}",0.72,0.7757731958762886,0.4078947368421052,0.6345559775727979,0.1618829842442713,202,2.9285714285714284,3.3333333333333335,0.0,2.0873015873015874,1.4851664299892264,203,0.3,0.3333333333333333,0.0,0.2111111111111111,0.14989708403591157,203
0.8366543451944987,0.1328958423715545,0.24419633547465006,0.059731569342685406,rf,balanced,6,sqrt,10.0,200.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 6, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 10, 'rf_n_estimators': 200}",0.7487179487179487,0.7749140893470791,0.45877192982456133,0.660801322629863,0.14325610193850838,191,1.952380952380952,5.0,1.6333333333333335,2.861904761904762,1.517461977816718,193,0.2,0.5,0.16666666666666666,0.28888888888888886,0.14989708403591157,193
1.1449837684631348,0.07170514662883451,0.23389267921447754,0.05571845960860638,rf,balanced,6,sqrt,10.0,300.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 6, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 10, 'rf_n_estimators': 300}",0.7251282051282051,0.7740549828178694,0.4482456140350877,0.6491429339937208,0.14345326130531036,198,1.952380952380952,5.0,1.6333333333333335,2.861904761904762,1.517461977816718,193,0.2,0.5,0.16666666666666666,0.28888888888888886,0.14989708403591157,193
0.7455877463022867,0.2460352889441415,0.17958696683247885,0.06344930952842115,rf,balanced,8,sqrt,5.0,200.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 8, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 5, 'rf_n_estimators': 200}",0.8071794871794872,0.8805841924398625,0.525438596491228,0.7377340920368592,0.1530775310320764,90,4.8809523809523805,5.0,1.6333333333333335,3.8380952380952373,1.55975946359628,118,0.5,0.5,0.16666666666666666,0.3888888888888889,0.15713484026367722,114
1.0663820902506511,0.09979375380155887,0.2569902737935384,0.04407201003209721,rf,balanced,8,sqrt,5.0,300.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 8, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 5, 'rf_n_estimators': 300}",0.7743589743589745,0.8754295532646048,0.49385964912280705,0.7145493922487954,0.16141414130705498,134,4.8809523809523805,3.3333333333333335,1.6333333333333335,3.282539682539682,1.326321320001359,171,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.13608276348795434,162
0.9277728398640951,0.02606328262706183,0.1886907418568929,0.0299451507504728,rf,balanced,8,sqrt,10.0,200.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 8, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 10, 'rf_n_estimators': 200}",0.8035897435897436,0.8651202749140894,0.49298245614035086,0.720564158214728,0.16287331459464024,123,3.904761904761904,5.0,1.6333333333333335,3.5126984126984127,1.4021166017769648,154,0.4,0.5,0.16666666666666666,0.35555555555555557,0.1396645009997393,150
1.1638437112172444,0.2117181005247047,0.23606499036153158,0.04143731384457355,rf,balanced,8,sqrt,10.0,300.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': 8, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 10, 'rf_n_estimators': 300}",0.7933333333333333,0.8565292096219931,0.5008771929824561,0.7169132453125941,0.15492387727475604,126,3.904761904761904,5.0,1.6333333333333335,3.5126984126984127,1.4021166017769648,154,0.4,0.5,0.16666666666666666,0.35555555555555557,0.1396645009997393,150
0.8811659812927246,0.06656488358997678,0.1773061752319336,0.0315815160303075,rf,balanced,,sqrt,5.0,200.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': None, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 5, 'rf_n_estimators': 200}",0.8051282051282052,0.9072164948453608,0.5517543859649123,0.7546996953128261,0.14943360546651657,49,4.8809523809523805,5.0,0.0,3.293650793650793,2.3294698605459003,162,0.5,0.5,0.0,0.3333333333333333,0.23570226039551584,162
1.6392169793446858,0.2667604099225097,0.2913066546122233,0.07949386812458768,rf,balanced,,sqrt,5.0,300.0,,,,,,,,,,,,,,,"{'model_family': 'rf', 'rf_class_weight': 'balanced', 'rf_max_depth': None, 'rf_max_features': 'sqrt', 'rf_min_samples_leaf': 5, 'rf_n_estimators': 300}",0.7974358974358975,0.9029209621993127,0.5850877192982455,0.7618148596444853,0.13217699326598686,42,5.857142857142857,5.0,1.6333333333333335,4.163492063492064,1.8229922050000802,78,0.6,0.5,0.16666666666666666,0.4222222222222223,0.18525924445036743,75
